X,Y,Z,C
-79.6204,13.3840,-0.9500,4.0000
-79.8153,13.3717,-0.9500,4.0000
-79.9871,13.1776,-0.7625,13.0000
-80.1797,13.1626,-0.7625,13.0000
-80.3724,13.1462,-0.7625,13.0000
-80.5650,13.1284,-0.7625,13.0000
-80.7576,13.1092,-0.7625,13.0000
-80.9501,13.0886,-0.7625,13.0000
-81.1427,13.0666,-0.7625,13.0000
-81.3352,13.0432,-0.7625,13.0000
-81.5277,13.0184,-0.7625,13.0000
-81.7202,12.9922,-0.7625,13.0000
-81.9126,12.9646,-0.7625,13.0000
-82.1050,12.9355,-0.7625,13.0000
-82.2974,12.9051,-0.7625,13.0000
-82.4897,12.8732,-0.7625,13.0000
-82.6821,12.8399,-0.7625,13.0000
-82.8743,12.8052,-0.7625,13.0000
-83.0665,12.7691,-0.7625,13.0000
-83.2587,12.7316,-0.7625,13.0000
-83.4508,12.6926,-0.7625,13.0000
-83.6429,12.6522,-0.7625,13.0000
-83.8350,12.6103,-0.7625,13.0000
-84.0270,12.5670,-0.7625,13.0000
-84.2189,12.5223,-0.7625,13.0000
-84.4108,12.4761,-0.7625,13.0000
-84.6026,12.4284,-0.7625,13.0000
-71.3489,12.6073,-0.9500,4.0000
-71.5429,12.6553,-0.9500,4.0000
-71.7371,12.7018,-0.9500,4.0000
-71.9313,12.7469,-0.9500,4.0000
-72.1255,12.7904,-0.9500,4.0000
-72.3198,12.8326,-0.9500,4.0000
-72.5141,12.8732,-0.9500,4.0000
-72.7085,12.9125,-0.9500,4.0000
-72.9029,12.9502,-0.9500,4.0000
-73.0973,12.9866,-0.9500,4.0000
-73.2919,13.0214,-0.9500,4.0000
-73.4864,13.0549,-0.9500,4.0000
-73.6810,13.0869,-0.9500,4.0000
-73.8756,13.1175,-0.9500,4.0000
-74.0702,13.1466,-0.9500,4.0000
-74.2649,13.1744,-0.9500,4.0000
-74.4596,13.2007,-0.9500,4.0000
-74.6544,13.2256,-0.9500,4.0000
-74.8492,13.2490,-0.9500,4.0000
-75.0439,13.2711,-0.9500,4.0000
-75.2388,13.2917,-0.9500,4.0000
-75.4336,13.3109,-0.9500,4.0000
-75.6285,13.3287,-0.9500,4.0000
-73.7095,11.6509,-0.9500,4.0000
-73.8901,11.6823,-0.9500,4.0000
-74.0708,11.7123,-0.9500,4.0000
-74.2516,11.7410,-0.9500,4.0000
-74.4325,11.7682,-0.9500,4.0000
-74.6133,11.7942,-0.9500,4.0000
-74.7943,11.8187,-0.9500,4.0000
-74.9753,11.8419,-0.9500,4.0000
-75.1563,11.8638,-0.9500,4.0000
-75.3374,11.8842,-0.9500,4.0000
-75.5185,11.9034,-0.9500,4.0000
-75.6996,11.9211,-0.9500,4.0000
-75.8808,11.9376,-0.9500,4.0000
-76.0620,11.9526,-0.9500,4.0000
-76.2432,11.9664,-0.9500,4.0000
-76.4245,11.9787,-0.9500,4.0000
-76.6057,11.9897,-0.9500,4.0000
-76.7870,11.9994,-0.9500,4.0000
-76.9684,12.0077,-0.9500,4.0000
-77.1497,12.0147,-0.9500,4.0000
-77.3310,12.0204,-0.9500,4.0000
-77.5124,12.0246,-0.9500,4.0000
-77.6937,12.0276,-0.9500,4.0000
-77.8751,12.0292,-0.9500,4.0000
-78.0565,12.0294,-0.9500,4.0000
-78.2378,12.0283,-0.9500,4.0000
